original_id,original
2215,"Unndt do sie sampt anderen wybern uff Nicoud Wäbers lehren wagen, do er mit synem zug uß der statt gueng, gesessen, weißt nit, das sien einich roß angerürt noch beschädiget habe."
2216,"Die Mußmarie , so by Wyttenbach in herren Apotehls seligen hütten ein lange zytt gewohnet unndt jetzunder dem allmußen nachgehet, habe zwar ein roß bym zaun angriffen, wüsse aber nit , ob sie demselben waß bößes angethan."
2217,Sie hab den tüffell niehmahlen gesehen unndt mit ihme nichts zu thun gehabt.
2218,"Bittet, man wölle sich bym Fragnyri , dem sy ein zytt lang gedienet, unndt anderen mehr ihres verhaltens halben erkhundigen."
2219,"Demnach, alß sy uß anmahnung mynes wolehrenden herrn burgermeisters Progin dem bößen feindt unndt synem yngeben rath unndt thatt widergesagt, ist sy mit dem halben zendtner dry mahl uffgezogen unndt über alle artickhell des examens erfragt worden."
2220,"Darüber sie geandtworttet, sie habe der müllerin khindt khranckh gefunden unndt kranckh gelassen, ihme auch noch jehmandt nüt leydts gethan."
2221,"Unndt da man ihren fürge stelt halten , das sy gezeichnet sey, wie dan myn herren deß grichts ge sechen, das ihren der meister ein kuffen hinein in das zeichen (so wie ein wartzen ist) hinein gestossen, darab sy etwas unndt aber khein khein sonderen schmertzen gespürt, hatt gesagt, sy vermeine, nicht gezeichnet zu syn."
2222,"Es sye dan sach, das sie vom schwörren unndt fluchen gezeichnet sye, so ihren doch unbewußt."
2223,"Unndt wan sie schon am ruckhen ohne sondere empfindung gestochen wirdt, es möchte woll syn, das sy feldtfürchig Dieses Wort existiert nicht."
2224,Möglicherweise hat sich der Schreiber verschrieben und meinte feldflüchtig .
2225,währe.
2226,"Unndt so ihren was derglychen widerfahren, so sye es in dem sie geflucht unndt geschworen hatt geschechen."
2227,Habe aber sich dem bösen feindt niehmahlen ergeben noch yngewilliget.
2228,"Da sie ferndriges jahrs mit herrn Niclauß Reynoldt stryttig gewesen unndt nach verlohrnem handell by einem regenwätter nacher huß khommen unndt by den fenstern gesessen, sich auch mit vihl schwörren unndt fluchen bywesen ihrer hußfrauw Gemeint ist Maria Ruschwil-Clossner ."
2229,"unndt anderer hußgenossen sehr erzürnet, ist ihren ein grusen unndt frost am gantzen lyb ankhommen, das sie darab erschrockhen, ge schreyen unndt ihren kalt worden."
2230,"Deßwegen sy sich bezeichnet , gebetten unndt ein farth nacher Einsidlen versprochen, das sie gott bewahren unndt von allem übell behütten wölle."
2231,"Selbigen tags uff den abendt, do man ihren wegen des mit gemelten herrn Reynoldt gehabten handels das ihrig abge sprochen unndt verfelt hatt, ist sy dermassen mit trüb seligkheiten umbgeben unndt bekhümmert gsyn, das es sie gedunckht hatt, man sage ihren uß einer wulckhen (die sie nit gesehen) sy solle hinweg lauffen unndt sich ins wasser stürtzen unndt ertrenckhen."
2232,"Domahls sie geflucht unndt geschworren , der tüffell solle alles nemmen undt hintragen, dessen ihren nachwerths sehr leydt gewesen unndt ordenlich gebychtet mit einem styffen fürsatz, sich hinfüro zu besseren."
2233,"Was aber die hexery belangt, sagt, sy sye derselben unschuldig."
2234,"Habe auch niehmahlen gedacht, z s ich dem bößen feindt zu übergeben noch gott zu verlaugnen , mit vermelden , sy wölle sich biß morgens besinnen."
2235,"Thurn , 17 ten augusti 1646 Judice Heydt Hr Progin , hr burgermeister Reynoldt Techterman , Stutz Schaller , Python Weibel Ce passage concerne le procès mené contre Anni Schueller , la Petite."
2236,Voir SSRQ FR I/2/8 123.12-1 .
2237,"Ibidem, judice hr großweibel Gemeint ist Hans Rudolf Vonderweid ."
2238,"Maria Conte alias Muß Marie , die gantz ußgemärglet unndt anzusehen übellmögend ist."
2239,"Als sie abermahlen der häxery halben erfragt ward, hatt nichts bekhennen wöllen."
2240,"Anzeigend, das die Obertoßinna ihren gwalt unndt unrecht gethan habe."
2241,Sie hab ihren khein hunn machen zu verderben noch jehmandt ge schädiget.
2242,Le passage qui suit concerne le procès mené contre les autres filles de Margret Schueller-Python .
2243,"Gefangne Mußmeria , die übelmögend und deßwegen nit mag torturiert werden, obwohl sie der hetzery halben verdacht und angeben."
2244,"Le passage qui suit concerne le procès mené contre Anni Schueller , la Petite, fille de Margret Schueller-Python ."
2245,Voir SSRQ FR I/2/8 123.13-1 .
2246,"Jaquemard , 22 ten augusti 1646 Judice hr großweibel Gemeint ist Hans Rudolf Vonderweid ."
2247,"Hr Progin , hr Gady Schaller , Python dazu erbetten Hannß Niclaus Wildt , Claudi Zollett Caspar Kilchör von Ütschenwyll , der ettlichen wider die oberkheit oder denselben rathsfründen ußgegoßnen wortten gefängklich yngezogen unndt von mynen herren des statt gerichts examiniert worden unndt erfragt worden, ob er unndt warumb er geredt, wan syn schwygerin Gemeint ist Tichtli Jeckelmann-Gauch ."
2248,"wölle ledig werden, so müsse er thumenschmaltz finden unndt spendieren."
2249,"Wölle dardurch woll verschaffen , daß man sie ledigen werde?"
2250,"Hatt khnüwlingen umb verzüchung gebetten unndt gesagt, er khönne unndt möge sich nit erinneren, das er dergestalt geredt undt vermessen gsyn sye."
2251,"Wo aber es geschechen wär, bittet myn gnädige herren umb gnad."
2252,"Vermeint, er habe des spendierens wegen nüt geredt allß allein, das er werde wegen des in der gefangenschafft uffgangnen unkhostens vihl gelts finden unndt ußrichten müssen."
2253,"Habe es in kheiner bößer meinung geredt; möchte auch syn, das er damahls von wyn über nommen geweßen wäre."
2254,"Als myn herren ihne nochmahls mit allem ernst vermahnt, er soll by synem eydt unndt das ohne jehmandts ansehen anzeigen, ob er niemandt gelt gegeben, versprochen oder sonsten gwalt geben unndt befohlen habe, etwas in syn oder syner schwygerin namen ußzuseckhlen ?"
2255,"Hatt geandtworttet unndt weinend vermeldt , es sye unnd werde sich nit befinden, das et was derglychen mitgeloffen sye."
2256,"Zwahr wahr ist es, das er mit unndt neben syner dryen schwägeren dem herrn Carle Hirtt zwo pistolen gegeben habendt, der mein nung, das er, wo man ihre gefangne schwygerin ledigen wurde, dieselbige für den unkhosten lifferen unndt in ihrem namen endtrichten solle."
2257,Dan sie in gröstem der erndt sehr beschäfftiget unnd dißer sach nicht stäth nachgähn könnendt.
2258,"Sagt, es werde sich nit anderst erfinden ."
2259,"Bittet nochmahlen umb verzüchung mit vermelden , das er mit den weyblen, do sie ihne abgeholt, nit geessen noch getrunckhen hab sonders zum herrn venner von Monte nach gehn Ballißwyll gangen, von ihme dißes geschäffts halber raths zu pflegen."
2260,"Der ihme gesagt, er solle sich gehorsamblich ynstellen unndt in die gnad begeben."
2261,"Be langendt syn schwygerin , die jetzundt mehr dan ein monat gefangen ligt, wan sie sich jedoch wider verhoffen schuldig und unnütz befindt, begert, das man sie der gebühr nach abstraffe."
2262,"Gefangne Caspar Kilcherr von Ütschenwyll bittet umb gnad von wegen gwüsser ußgoßner worten, syn meinung sye allein uff den gerichtskosten gangen."
2263,Unnd habe kheinen eintzigen herren einiche versprechung gethan noch einich gelt geben.
2264,"Er soll biß sambstag in wasser unnd brott ynligen, unnd sich vor rhatt sambstag vor mehrerem gwalt Gemeint ist der Grosse Rat."
2265,"stellen unnd diße syn bekhandtnus thun, wie der thurnrodel ußwyßt, doch ohne widerruff."
2266,Die nächsten Abschnitte betreffen andere Angelegenheiten.
2267,Burger Caspar Kilcherr von Ütschenwyll hatt die obgestelte urthel volnzogen.
2268,Gefangne Ce passage concerne le procès mené contre les filles de Margret Schueller-Python .
2269,Voir SSRQ FR I/2/8 123.21-1 .
2270,"Mußmarie , die kranck und besorgklich maleficiert ist oder syn soll."
2271,H Jeckhelman soll sie beschwören .
2272,Il s’agit d’un exorciste.
2273,"Gefangne Die alte Jeckelmannin von Utschenwyll , die von der Obertossina zwar angeben unnd aber nachwerts widerumb entschlagen worden."
2274,Das zeichen soll an ihren gesucht unnd sie starck examiniert werden.
2275,Le passage qui suit concerne le procès mené contre Anni Gendre-Motta .
2276,Voir SSRQ FR I/2/8 124.1-1 .
2277,"Jaquemard , 4 ten septembris 1646 Judice hr großweibel Gemeint ist Hans Rudolf Vonderweid ."
2278,"Hr Progin , hr Reynoldt Stutz , Lary Des Granges , junker Franz Heinrich Reyff Solvit ."
2279,"Tichtli Gauch die Jekhellmannin als sie abermahlen von myn herren des gerichts examiniert worden, ist by ihrem ver neinen vorigem verneinen ohne einiche bekhandtnuß halßstarrig verbliben."
2280,"Anzeigend, daß die jenigen, die sie der häxery verklagt unnd angeben habend, ihren gwalt unndt unrecht thüehndt."
2281,"Erfragt, ob ihre tochtermänner Gemeint ist unter anderem Caspar Kilchör ."
2282,"oder jehmandt zu ihren in die gefangenschafft khommen unndt ihnnen et wan befohlen habe, das sie sie mit gelt oder schänckhungen uß den banden ledigen unnd verschaffen sollend, das man sie durch mittell dessen liberieren solle?"
2283,"Hatt geandtworttet, das sie ihnnen nichts derglychen hab wüssen noch ankhünden lassen."
2284,"Dan sie sye in disen sachen, warumb sie gefangen ligt unnd erfragt wirdt, allerdingen unschuldig."
2285,"Sagt hieneben auch, das der nachrichter , der sie uß oberkheitlichen bevelch allendt halben beschauwen unndt gvisitiert hatt, sie nit gklämbt noch gestochen habe."
2286,"Gefangne Tichtli Gauch, auch Jeckhelmannin genant , abermahlen nach ge striger urtheil durch mine herren des gerichts ernstig examiniert, hatt nütt bekhennen wöllen."
2287,Aber das zeichen ist ihren am arm gefun den worden und hatt den stich nit empfunden.
2288,"Thurn , 5 ten septembris 1646 Hr großweibel Gemeint ist Hans Rudolf Vonderweid ."
2289,"Hr Progin , Reynoldt , junker von Torny Techterman , Stutz Schaller Junker Franz Heinrich Reyff Weibel Solvit ."
2290,"Tichtli Gauch die Jekhelmannin hatt in der folterung des lehren seylls , daran sie anzusehen ein geringen schmertzen empfunden, nichts jähen noch bekhennen wöllen."
2291,"Unndt do man sie erfragt, warumb sie vor ihrem gefänckhlichen ynzug allezytt mit verwund erung des volckhs am angesicht dergestalt zerkrauwt unndt zerkritzt gewesen, seye jetzunndt aber gantz unndt unversehrt sye?"
2292,"Hatt geandtworttet, sy sye hievor ni th tt mehr als jetz zer kritzt gsyn."
2293,Sie sehe jetz glychförmig uß wie andere mahlen.
2294,Do doch das widerspill heitter bewissen wirdt.
2295,"Als ihren der meister die kuffen in das vermeinte zeichen uff dem lingkhen arm hinyn gestossen, hatt sie zwahr geseüffzet, aber khein sondern schmertzen erzeigt; mit vermelden , das es sich nieh befinden werde, das sie von dem bößen feindt , den sie niehmahlen gesehen, gezeichnet worden sye."
2296,"Sagt auch, das wan die hingerichte Obertossinna by ihr ankhlag unndt faltscher angebung verbliben unndt gestorben sye, so sye sie nit wie ein christenmensch sonders wie ein vych unndt unvernünfftigs thier dahin gefahren unndt verdorben ."
2297,"Dan sie wie auch die jenigen, die sie hierumb anklagend, ihren grob unrecht thüyend."
2298,"Unndt so sie des häxengsindts wäre, so wurde sie, so wahre als sie gott erschaffen unndt erlößt hatt, ohne verzug die grundt liche wahrheit bekhennen ."
2299,"Könne aber ihren selbsten nitt un recht thun unndt anzeigen, was sie niehmahlen im sinn ge habt, noch verbracht hab."
2300,"Maria Conte die Mußmarie , an wellicher nichts dan huth unndt bein erschynendt, hatt nichts bekhennen wöllen unndt vermeldt , das die Obertosinna ihren unrecht gethan unndt sie faltschlich verklagt habe."
2301,"Vermeine, wylen dieselbe ein un holdin geweßen, das sie ihren die nochwährende kranckheit verursachet unndt angethan habe."
2302,"Gefangne Tichtli Gauch, die alte Jeckelmannin , lär uffzogen , will nichts bekhennen ."
2303,Soll geschoren unnd an ihren kleider geenderet unnd mit dem halben zentner fürgefahren werden.
2304,Der nächste Abschnitt betrifft den Prozess gegen Anni Gendre-Motta .
2305,SSRQ FR I/2/8 124.2-1 .
2306,"Gefangne Elsi Schuler , der hetzery verdacht, mit dem halben zendner dry mahl uffgezogen , hatt nütt bekhennen wöllen als etliche umbständt, daruß nütt gutts zu schließen."
2307,Soll mit dem zendner uffzogen werden.
2308,"Thurn , 7 ten septembris 1646 Judice Jacobo Heydt Hr Progin , hr Reynoldt Possardt , Schaller Junker Frantz Heinrich Reyff Solvit ."
2309,"Tichtli Gauch, die Jeckhellmannin, hatt am halben zendtner erhalten unndt geschworren , sy sye khein häx ."
2310,"Anzeigend, das die jenige hingerichte unholdin , die sie hierumb verklagt unndt faltschlich angeben, in der tüffe der höllen gefahren unndt ewigklich verdambt sye."
2311,Gefangne Tichtli Jeckelmannin will nichts bekhennen .
2312,"Der zentner ist ynge stelt, biß die kleider fertig."
2313,Unnd haben die herren des gerichts gwalt mit dem benedicieren .
2314,"Thurn , 10 ten septembris 1646 Hr großweibel Gemeint ist Hans Rudolf Vonderweid ."
2315,"Hr Progin , Reynoldt Techterman , Stutz Schaller Junker Reyff Weibel Solvit ."
2316,"Tichtli Gauch sagt, das sie das zeichen , welches sie am arm hatt, schon sydt ihrer geburtt här gehabt habe."
2317,"Unndt die ursach, warumb sie erlahmet , sye, das sie in ihr jugendt vor unge fahrlich 50 jahren ein groß geschwär in der hufft erlitten, dardurch daß gräder sich gezüpfft unndt sie von dannen also übellmögend unndt erlahmet worden."
2318,"Begert, das gott, der allmächtig, durch syn grundtloße barmhertzigkheiten sie wölle by ihren rechten handthaben unndt by ihr unschuldt unndt gerechtigkheit gnädig erhalten wölle."
2319,"Dan es ihren dises orths, warumb sie gefangen unndt verklagt wirdt, unrecht geschehe, so war alß sie gott erschaffen hatt."
2320,Welliches sie am zendtner bständig erhalten .
2321,Ist in ihr parochian con finiert worden.
2322,Gefangne Tichtli Gauch hatt am zentner nichts bekhennen wöllen.
2323,Ist ledig mit abtrag kostens unnd ist im huß confiniert ußerhalb des kirchgangs.
2324,Die tochter Gemeint ist Annili Tunney .
2325,"der letst hingerichten Elsi Tunney , die gezeichnet ist unnd bißhäro im Spittal uffbehalten worden, in meinung, sie instruieren zu lassen unnd uff den rechten weg zu bringen, dan sie die vernunfft noch nit völlig erreicht."
2326,"H spittalmeister rela tiert , daß sie nachts gar unrüwig sye."
2327,Sie soll von dem spittalpriester exorcisiert unnd underwißen werden.
2328,"Vers Darhin ihme ein zedel, auch daß er sich der krancken daselbsten annemme."
2329,"Im Thurn , 19 ten novembris 1646 Hr großweibel Gemeint ist Hans Rudolf Vonderweid ."
2330,"Hr Reynoldt , junker von Tornier Techterman , Schaller Des Granges , junker Reyff Weibel Ce passage concerne le procès mené contre Jenon Joye-Débieux ."
2331,Voir SSRQ FR I/2/8 125.12-1 .
2332,"Ibidem, presentibus dominis ut supra et domino Progin Maria Compte, die Mußmaria , welche by 16 oder 17 wuchen lang in banden ligt, hatt vor der examination gott, den allmächtigen, die allerreinste mutter Maria , ihren schutzengell wie auch das himlisch herr mit vihl lamentation angeruffen."
2333,"Mit pitt, sie wollend ihren durch das hoche fest des heilligen wienacht tags , der diß vergangne jahr uff einem montag gefyert unnd celebriert worden, in ihrer grossen nöthen gnädig byspringen, sie in ihr unschuldt helffen starckh machen unndt by der ge rechtigkheit, so sie anrüfft , handthaben."
2334,"Als sie nun über ettliche, besonders die fürnembste puncten des wider sie uff genommen examinis befragt unndt examiniert worden, hatt ge sagt unnd hoch bedüret , sy sye von der hexery , warumb sie verklagt wirdt, bym wenigsten nit befleckht."
2335,"Mit vermelden , daß die jenigen, die sie hierumb anklagen, ihren die ehr endtziechend unndt grob unrecht thüyend."
2336,"Die Ober toosinna , die sie faltschlich angeben, werde, wan sie daruff hingefahren unnd gestorben, gott, dem herren, der ein richter über alle richter ist, ein thüre rechnung geben müssen."
2337,"Dem sie ihr seell will uffgeopfferet unndt mynen gnädigen herren ihren cörpell , daran wenig gelegen, übergeben hatten haben , darmit sie thun unndt ihren gnädigen belieben nach handlen werdend."
2338,"Sy sye der unzwyffenlicher hoffnung gegen gott, er werde sie nimmer verlassen, sonders vihl mehr sie by ihr unschuldt helffen sterkhen."
2339,Hatt endtlich ohngeacht wyttläuffiger exami nation nichts bekhennen wöllen; umb verzüchung bittend.
2340,Gefangne Ce passage concerne le procès mené contre Jenon Joye-Débieux .
2341,Voir SSRQ FR I/2/8 125.13-1 .
2342,"Mußmeria , die schon by 17 wuchen in banden ligt unnd der hexery alzytt unschuldig syn will."
